collected_at,market,mts,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,payload_json
2026-09-05T00:47:03.742555+00:00,fUST,1788566700000,6.6e-07,70.23,408438337.6247248,354000360.1598167,98874765.06426544,"[1788566700000, null, null, 6.6e-07, 70.23, null, null, 408438337.6247248, 354000360.1598167, null, null, 98874765.06426544, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-05T01:47:03.624788+00:00,fUST,1788570300000,6.6e-07,69.4,408540677.356211,354105760.43638843,98667289.89626253,"[1788570300000, null, null, 6.6e-07, 69.4, null, null, 408540677.356211, 354105760.43638843, null, null, 98667289.89626253, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-05T02:47:03.526661+00:00,fUST,1788573900000,6.6e-07,69.44,407977655.8365616,353503151.0369488,98840705.45813128,"[1788573900000, null, null, 6.6e-07, 69.44, null, null, 407977655.8365616, 353503151.0369488, null, null, 98840705.45813128, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-05T03:47:03.387168+00:00,fUST,1788577500000,6.6e-07,69.55,408355665.8364424,353875891.87970775,98635770.8192037,"[1788577500000, null, null, 6.6e-07, 69.55, null, null, 408355665.8364424, 353875891.87970775, null, null, 98635770.8192037, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-05T04:47:03.761633+00:00,fUST,1788581100000,6.6e-07,69.52,408649054.9777661,354113035.43847996,99035015.31113228,"[1788581100000, null, null, 6.6e-07, 69.52, null, null, 408649054.9777661, 354113035.43847996, null, null, 99035015.31113228, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-05T05:47:03.747956+00:00,fUST,1788584700000,6.6e-07,69.45,408848808.29013133,354311396.1534187,98530247.91862202,"[1788584700000, null, null, 6.6e-07, 69.45, null, null, 408848808.29013133, 354311396.1534187, null, null, 98530247.91862202, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-05T06:47:04.121368+00:00,fUST,1788588300000,6.6e-07,69.42,409006259.99830467,354493693.3408241,98362053.71486554,"[1788588300000, null, null, 6.6e-07, 69.42, null, null, 409006259.99830467, 354493693.3408241, null, null, 98362053.71486554, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-05T07:47:03.560719+00:00,fUST,1788591900000,6.6e-07,69.41,408093877.048422,352553285.1206796,98472636.36642917,"[1788591900000, null, null, 6.6e-07, 69.41, null, null, 408093877.048422, 352553285.1206796, null, null, 98472636.36642917, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-05T08:47:03.667572+00:00,fUST,1788595500000,6.6e-07,69.39,410803664.4639763,354249348.97731185,96724653.07444255,"[1788595500000, null, null, 6.6e-07, 69.39, null, null, 410803664.4639763, 354249348.97731185, null, null, 96724653.07444255, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-05T09:47:03.743148+00:00,fUST,1788599100000,6.6e-07,69.43,410083670.16676044,353529408.9703411,97414554.45917167,"[1788599100000, null, null, 6.6e-07, 69.43, null, null, 410083670.16676044, 353529408.9703411, null, null, 97414554.45917167, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-05T10:47:03.271443+00:00,fUST,1788602700000,6.6e-07,69.67,410794862.5354316,354238856.17103,96906906.93173161,"[1788602700000, null, null, 6.6e-07, 69.67, null, null, 410794862.5354316, 354238856.17103, null, null, 96906906.93173161, null, null, null, null, null, null, null, null, null, null, null, null]"
