collected_at,market,mts,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,payload_json
2026-09-10T00:47:03.504140+00:00,fETH,1788998700000,1.5e-07,22.04,14919.27912675,14437.33594925,4765.94884103,"[1788998700000, null, null, 1.5e-07, 22.04, null, null, 14919.27912675, 14437.33594925, null, null, 4765.94884103, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-10T01:47:03.796503+00:00,fETH,1789002300000,1.5e-07,21.8,15187.84702286,14704.76835869,4539.06786495,"[1789002300000, null, null, 1.5e-07, 21.8, null, null, 15187.84702286, 14704.76835869, null, null, 4539.06786495, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-10T02:47:04.044924+00:00,fETH,1789005900000,1.5e-07,21.61,15583.35167215,15099.48080798,4151.31288061,"[1789005900000, null, null, 1.5e-07, 21.61, null, null, 15583.35167215, 15099.48080798, null, null, 4151.31288061, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-10T03:47:03.762252+00:00,fETH,1789009500000,1.5e-07,21.61,16220.13947434,15733.43579803,3520.82189225,"[1789009500000, null, null, 1.5e-07, 21.61, null, null, 16220.13947434, 15733.43579803, null, null, 3520.82189225, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-10T04:47:03.484332+00:00,fETH,1789013100000,1.5e-07,21.61,16441.85081964,15953.65907011,3298.1303979,"[1789013100000, null, null, 1.5e-07, 21.61, null, null, 16441.85081964, 15953.65907011, null, null, 3298.1303979, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-10T05:47:03.391302+00:00,fETH,1789016700000,1.5e-07,21.57,16442.50177995,15953.41355135,3268.41507028,"[1789016700000, null, null, 1.5e-07, 21.57, null, null, 16442.50177995, 15953.41355135, null, null, 3268.41507028, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-10T06:47:03.630838+00:00,fETH,1789020300000,1.5e-07,25.01,13471.08652992,12981.10986006,4951.55131311,"[1789020300000, null, null, 1.5e-07, 25.01, null, null, 13471.08652992, 12981.10986006, null, null, 4951.55131311, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-10T07:47:03.456277+00:00,fETH,1789023900000,1.5e-07,24.2,13542.14838082,13044.82776228,5940.58490579,"[1789023900000, null, null, 1.5e-07, 24.2, null, null, 13542.14838082, 13044.82776228, null, null, 5940.58490579, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-10T08:47:04.580066+00:00,fETH,1789027500000,1.5e-07,22.65,13885.69312692,13406.32041693,5727.99932917,"[1789027500000, null, null, 1.5e-07, 22.65, null, null, 13885.69312692, 13406.32041693, null, null, 5727.99932917, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-10T09:47:03.693213+00:00,fETH,1789031100000,1.5e-07,21.54,16672.0908724,16193.55364715,2791.87651159,"[1789031100000, null, null, 1.5e-07, 21.54, null, null, 16672.0908724, 16193.55364715, null, null, 2791.87651159, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-10T10:47:04.244923+00:00,fETH,1789034700000,1.6e-07,20.72,17397.93804136,16919.40081611,2271.30453017,"[1789034700000, null, null, 1.6e-07, 20.72, null, null, 17397.93804136, 16919.40081611, null, null, 2271.30453017, null, null, null, null, null, null, null, null, null, null, null, null]"
